ensembl_gene_id	external_gene_id	chromosome_name	start_position	end_position	strand	gene_biotype
ENSG00000254200	CTC-281H14.1	5	172652839	172653426	-1	pseudogene
ENSG00000243504	KB-1589B1.1	8	98877282	98877713	1	pseudogene
ENSG00000175792	RUVBL1	3	127783625	127872757	-1	protein_coding
ENSG00000251496	AL590101.1	1	211536969	211548284	-1	lincRNA
ENSG00000248975	AL121840.1	14	30637041	30766245	-1	lincRNA
ENSG00000223513	RP11-523D22.1	3	41900842	41901086	-1	pseudogene
ENSG00000216657	RP3-406P24.1	6	3978296	3979333	1	pseudogene
ENSG00000250455	RP11-648M2.1	5	37377151	37378073	1	pseudogene
ENSG00000211887	AE000662.38	14	23013015	23013080	1	IG_J_gene
ENSG00000204772	RP11-523D22.2	3	41915024	41916531	-1	processed_transcript
ENSG00000236345	RP11-59D5__B.2	6	64516729	64532535	1	processed_transcript
ENSG00000211750	TRBV24-1	7	142364198	142364710	1	TR_V_gene
ENSG00000248678	AL513314.1	1	222646952	222650378	1	lincRNA
ENSG00000250370	AL049830.1	14	31345387	31359014	-1	lincRNA
ENSG00000245970	KB-1208A12.3	8	99053954	99056349	1	lincRNA
ENSG00000234270	RP11-626A1.2	3	41996937	41997255	1	pseudogene
ENSG00000248850	RP11-605F14.2	3	126390949	126392066	-1	pseudogene
ENSG00000211888	AE000662.11	14	23013981	23014042	1	IG_J_gene
ENSG00000232006	AC005537.2	7	43011866	43084204	-1	processed_transcript
ENSG00000253968	CTB-32H22.1	5	172841038	172878168	1	processed_transcript
ENSG00000235339	RP11-626A1.1	3	42018500	42019526	1	pseudogene
ENSG00000211751	TRBV25-1	7	142378572	142379076	1	TR_V_gene
ENSG00000167515	TRAPPC2L	16	88923494	88929094	1	protein_coding
ENSG00000249558	RP11-605F14.3	3	126485277	126486318	-1	pseudogene
ENSG00000229339	RP11-193I22.2	3	42092673	42093186	-1	pseudogene
ENSG00000248216	RP11-648M2.2	5	37505790	37506959	-1	pseudogene
ENSG00000211889	AE000662.16	14	23016447	23019607	1	IG_C_gene
ENSG00000253141	CTB-164N12.1	5	172890503	172911587	1	processed_transcript
ENSG00000253518	CTD-2031P19.4	5	55240484	55240957	-1	processed_transcript
ENSG00000254267	KB-1458E12.1	8	99383583	99400475	-1	processed_transcript
ENSG00000234562	RP11-193I22.1	3	42187138	42187863	-1	pseudogene
ENSG00000251190	AL136378.1	1	227931532	227934895	-1	lincRNA
ENSG00000243016	RP11-305F5.2	3	126940037	126940724	-1	pseudogene
ENSG00000250365	AL163973.1	14	31889962	31922086	1	lincRNA
ENSG00000249236	CTD-2227I18.1	5	55354877	55363199	1	processed_transcript
ENSG00000250941	AL360269.1	1	228155359	228158853	-1	lincRNA
ENSG00000239992	TRBVA	7	142389237	142389691	1	TR_V_pseudogene
ENSG00000143933	CALM2	2	47272677	47403740	-1	protein_coding
ENSG00000231280	RP11-241P3.2	3	42362497	42364187	1	pseudogene
ENSG00000239620	RP11-88I21.1	3	127002924	127003524	-1	pseudogene
ENSG00000249800	AL117352.3	1	231464488	231467017	1	lincRNA
ENSG00000248587	CTD-2194L12.1	5	37840631	37875073	1	processed_transcript
ENSG00000251153	AL049776.2	14	34967812	35471085	1	lincRNA
ENSG00000230648	RP3-406P24.3	6	4019077	4021449	-1	processed_transcript
ENSG00000243592	RPL17P22	5	55432806	55433358	1	pseudogene
ENSG00000244215	RP11-88I21.2	3	127041150	127109513	-1	processed_transcript
ENSG00000245850	AL117352.1	1	231499503	231504855	1	lincRNA
ENSG00000229572	EIF4BP4	3	42382080	42383859	1	pseudogene
ENSG00000250930	RP11-809N18.1	4	54362567	54415745	1	processed_transcript
ENSG00000247658	AL049776.3	14	35568882	35579932	1	lincRNA
ENSG00000108001	EBF3	10	131633547	131762538	-1	protein_coding
ENSG00000237238	RP11-236F9.4	9	67327775	67334983	-1	pseudogene
ENSG00000234817	RP3-400B16.1	6	4155170	4156133	1	processed_transcript
ENSG00000249912	TRBV26	7	142403511	142403995	1	TR_V_pseudogene
ENSG00000250086	D88270.1	22	22599226	22599698	1	IG_V_gene
ENSG00000235787	RP11-219I21.1	3	42511132	42511371	1	pseudogene
ENSG00000216723	RP11-446G24.4	6	114340785	114341647	-1	pseudogene
ENSG00000248169	AL592076.1	1	241505195	241513514	-1	lincRNA
ENSG00000247439	AL162311.2	14	36288430	36295971	-1	lincRNA
ENSG00000120256	LRP11	6	150139934	150185162	-1	protein_coding
ENSG00000213265	TSGA13	7	130353488	130372268	-1	protein_coding
ENSG00000239921	RP11-59J16.1	3	127199533	127255803	-1	processed_transcript
ENSG00000253468	KB-1517D11.2	8	99425110	99426012	-1	pseudogene
ENSG00000250987	AC233282.1	7	142197570	142198008	-1	IG_V_gene
ENSG00000175818	AL355498.1	6	114376750	114663540	-1	pseudogene
ENSG00000251363	AL390815.1	14	41423916	41445068	1	lincRNA
ENSG00000250146	AL592103.1	1	245384437	245387587	-1	lincRNA
ENSG00000253768	CTB-33O18.1	5	172989481	173000202	1	processed_transcript
ENSG00000241911	TRBVB	7	142419212	142419752	1	TR_V_pseudogene
ENSG00000253911	KB-1205A7.2	8	99615481	99618568	1	processed_transcript
ENSG00000115839	RAB3GAP1	2	135809835	135933964	1	protein_coding
ENSG00000249010	AC092801.1	1	246357588	246363989	-1	lincRNA
ENSG00000250718	AC068279.3	2	87565634	87566158	1	IG_V_gene
ENSG00000249511	AL049870.1	14	45431442	45433580	-1	lincRNA
ENSG00000254164	CTB-33O18.2	5	173001941	173003278	1	processed_transcript
ENSG00000254112	KB-1205A7.1	8	99645775	99646093	1	pseudogene
ENSG00000211752	TRBV27	7	142423173	142423688	1	TR_V_gene
ENSG00000189039	VSIG6	15	22472918	22473353	-1	IG_V_gene
ENSG00000245759	AL646019.1	1	246830009	246831638	-1	lincRNA
ENSG00000232491	RP4-756H11.1	7	66021203	66022052	1	pseudogene
ENSG00000249163	AL121809.3	14	45552254	45553180	-1	lincRNA
ENSG00000237716	RP3-400B16.3	6	4186858	4188343	-1	processed_transcript
ENSG00000179460	EEF1A1P27	7	20621695	20622829	1	pseudogene
ENSG00000248539	CTD-2194L12.2	5	37899465	37920971	-1	processed_transcript
ENSG00000237914	RP11-77C3.3	20	1614154	1629118	1	processed_transcript
ENSG00000248786	AC000079.1	22	19402955	19409368	1	lincRNA
ENSG00000153250	RBMS1	2	161128662	161350305	-1	protein_coding
ENSG00000248934	AL139099.2	14	50087533	50090198	-1	lincRNA
ENSG00000253955	CTB-33O18.3	5	173006646	173012071	1	processed_transcript
ENSG00000177418	AC006001.1	7	66021832	66022349	-1	pseudogene
ENSG00000231525	AC002486.2	7	20628613	20629708	1	pseudogene
ENSG00000225573	RP4-756H11.2	7	66071725	66072094	-1	pseudogene
ENSG00000253691	IGKV2OR22-4	22	17395122	17395871	-1	IG_V_pseudogene
ENSG00000211753	TRBV28	7	142428484	142428984	1	TR_V_gene
ENSG00000216471	RP11-112L15.3	6	114405332	114405956	-1	pseudogene
ENSG00000223866	AC002486.3	7	20681181	20681571	-1	pseudogene
ENSG00000253460	IGKV2OR22-3	22	17402330	17403063	-1	IG_V_pseudogene
ENSG00000237970	RP11-20F24.5	10	37626343	37627799	1	pseudogene
ENSG00000250369	AC000068.1	22	19448568	19554330	-1	lincRNA
ENSG00000137337	MDC1	6	30667584	30685666	-1	protein_coding
ENSG00000226824	RP4-756H11.3	7	66119525	66134842	1	processed_transcript
ENSG00000178343	SHISA3	4	42399856	42404504	1	protein_coding
ENSG00000234515	PPP1R2P1	6	32846948	32847625	-1	processed_transcript
ENSG00000134326	CMPK2	2	6980701	7006766	-1	protein_coding
ENSG00000249220	AL117692.2	14	50408665	50428678	-1	lincRNA
ENSG00000240870	RPL19P14	8	99794283	99794856	1	pseudogene
ENSG00000250741	RP11-111J6.1	2	18736811	18770830	-1	protein_coding
ENSG00000232869	TRBV29-1	7	142448053	142448741	1	TR_V_gene
ENSG00000254264	IGKV3OR22-2	22	17406842	17407334	-1	IG_V_pseudogene
ENSG00000236103	RP11-359J6.2	9	89026853	89028221	1	pseudogene
ENSG00000216307	RP3-400B16.2	6	4189160	4190040	1	pseudogene
ENSG00000250032	CTD-2194L12.3	5	37939467	37948057	-1	processed_transcript
ENSG00000223750	RP4-673D20.1	20	1645929	1688846	-1	pseudogene
ENSG00000225969	WBSCR26	7	73149368	73150384	1	processed_transcript
ENSG00000229540	RP11-625P7.1	6	4226935	4227505	1	processed_transcript
ENSG00000235819	RP11-359J6.1	9	89029197	89029485	1	processed_transcript
ENSG00000233435	AGGF1P2	10	135455590	135456398	1	pseudogene
ENSG00000136830	FAM129B	9	130267618	130341268	-1	protein_coding
ENSG00000248297	AL117692.1	14	50458094	50473961	1	lincRNA
ENSG00000253481	IGKV1OR22-1	22	17414465	17414716	-1	IG_V_pseudogene
ENSG00000249923	AC007663.1	22	20186252	20192441	-1	lincRNA
ENSG00000253959	CTB-43E15.1	5	173069522	173085197	1	processed_transcript
ENSG00000253415	RP11-44N12.4	8	99916831	99917899	-1	pseudogene
ENSG00000219451	AC005251.3	7	20866945	20867959	1	pseudogene
ENSG00000236313	VN1R53P	10	37637544	37638500	1	pseudogene
ENSG00000247448	AL358334.1	14	51163432	51390015	1	lincRNA
ENSG00000165732	DDX21	10	70715884	70744829	1	protein_coding
ENSG00000216624	GAPDHL18	6	166477779	166478788	1	pseudogene
ENSG00000211764	TRBJ2-1	7	142494049	142494098	1	TR_J_gene
ENSG00000231811	RP3-527G5.1	6	4345977	4347271	-1	processed_transcript
ENSG00000254017	IGHEP2	9	5113549	5114804	1	IG_C_pseudogene
ENSG00000240269	D87021.1	22	23154489	23247204	-1	lincRNA
ENSG00000218089	RP1-124O9.1	6	114670647	114671812	-1	pseudogene
ENSG00000164898	C7orf55	7	139024203	139031065	1	protein_coding
ENSG00000251518	CTD-2130F23.2	5	37948593	37951157	1	processed_transcript
ENSG00000232790	AC006481.1	7	20875050	21061771	1	processed_transcript
ENSG00000253239	IGLVI-70	22	22380474	22380991	1	IG_V_pseudogene
ENSG00000232354	RP11-219I21.2	3	42572388	42574098	-1	processed_transcript
ENSG00000226044	RP11-463P17.1	10	48324788	48332197	-1	processed_transcript
ENSG00000232395	RP3-399L15.1	6	114798514	114809916	-1	processed_transcript
ENSG00000253428	CTB-43E15.2	5	173116462	173132852	1	processed_transcript
ENSG00000232211	RP11-395D3.1	9	89247062	89311411	1	processed_transcript
ENSG00000249046	AL358334.2	14	51422977	51428720	-1	lincRNA
ENSG00000235301	HLA-Z	6	32864193	32864267	1	pseudogene
ENSG00000248533	CTD-2130F23.1	5	37953504	37967066	1	processed_transcript
ENSG00000130054	FAM155B	X	68725084	68752351	1	protein_coding
ENSG00000080815	PSEN1	14	73603155	73687109	1	protein_coding
ENSG00000231297	RP11-459F1.2	6	166513153	166526761	1	processed_transcript
ENSG00000211765	TRBJ2-2	7	142494244	142494294	1	TR_J_gene
ENSG00000119866	BCL11A	2	60678302	60780768	-1	protein_coding
ENSG00000230084	RP4-613B23.1	3	42643455	42695880	-1	processed_transcript
ENSG00000223837	XXbac-BPG181M17.4	6	32938080	32938594	1	processed_transcript
ENSG00000250873	AL079307.5	14	52231994	52292132	1	lincRNA
ENSG00000150995	ITPR1	3	4535034	4889286	1	protein_coding
ENSG00000205444	RP4-529N6.1	6	4610890	4611538	1	processed_transcript
ENSG00000211637	IGLV4-69	22	22385332	22385870	1	IG_V_gene
ENSG00000206384	COL6A6	3	130279178	130395888	1	protein_coding
ENSG00000224448	GS1-259H13.7	7	99235865	99236390	-1	pseudogene
ENSG00000254312	MRP63P7	8	99918488	99918745	-1	pseudogene
ENSG00000211766	TRBJ2-2P	7	142494381	142494426	1	TR_J_gene
ENSG00000231891	AC027644.1	7	66254884	66255269	1	pseudogene
ENSG00000234839	AC005251.4	7	20883246	20883580	1	pseudogene
ENSG00000226079	RP3-399L15.2	6	114844615	114857039	-1	processed_transcript
ENSG00000250003	CTD-2116N24.1	5	38000978	38184034	1	processed_transcript
ENSG00000254355	IGLVI-68	22	22387143	22387592	1	IG_V_pseudogene
ENSG00000085231	TAF9	5	68646811	68665840	-1	protein_coding
ENSG00000248204	AL133444.1	14	55150415	55154289	-1	lincRNA
ENSG00000230583	RP11-792A8.2	7	66274980	66309813	-1	processed_transcript
ENSG00000253686	CTB-43E15.3	5	173134617	173173214	-1	processed_transcript
ENSG00000158813	EDA	X	68835911	69259319	1	protein_coding
ENSG00000233365	RP4-655C5.4	6	166650457	166657197	1	processed_transcript
ENSG00000253794	IGLV10-67	22	22398016	22398340	1	IG_V_pseudogene
ENSG00000211767	TRBJ2-3	7	142494531	142494579	1	TR_J_gene
ENSG00000104723	TUSC3	8	15274724	15624158	1	protein_coding
ENSG00000251435	RP11-365H8.2	5	55488357	55489460	1	pseudogene
ENSG00000254209	RP11-3G20.1	8	122684013	122696802	-1	processed_transcript
ENSG00000253874	IGLVIV-66-1	22	22412845	22413304	1	IG_V_pseudogene
ENSG00000213536	RP4-655C5.3	6	166653778	166653981	-1	pseudogene
ENSG00000236622	AL132777.1	14	61228128	61236361	1	lincRNA
ENSG00000044524	EPHA3	3	89156674	89531284	1	protein_coding
ENSG00000229625	RP11-44N12.2	8	99973656	99980512	1	processed_transcript
ENSG00000237640	RP4-604G5.1	7	99527015	99546243	1	processed_transcript
ENSG00000211768	TRBJ2-4	7	142494682	142494731	1	TR_J_gene
ENSG00000254075	IGLVV-66	22	22415489	22415950	1	IG_V_pseudogene
ENSG00000230970	RP4-613B23.3	3	42744145	42746120	1	processed_transcript
ENSG00000247287	AL359220.1	14	61769749	61789536	-1	lincRNA
ENSG00000248781	RP11-365H8.3	5	55571131	55572457	-1	pseudogene
ENSG00000211769	TRBJ2-5	7	142494803	142494850	1	TR_J_gene
ENSG00000136854	STXBP1	9	130374544	130457460	1	protein_coding
ENSG00000254161	IGLVIV-65	22	22424636	22425118	1	IG_V_pseudogene
ENSG00000143867	OSR1	2	19551246	19558414	-1	protein_coding
ENSG00000173811	RP4-613B23.4	3	42774067	42788260	1	processed_transcript
ENSG00000217385	RP11-620A17.1	6	4702697	4704013	1	pseudogene
ENSG00000233231	RP4-655C5.1	6	166748056	166748959	1	pseudogene
ENSG00000250548	AL355916.1	14	62023038	62037371	-1	lincRNA
ENSG00000223421	RP11-572H4.1	9	31165616	31166978	-1	pseudogene
ENSG00000114021	NIT2	3	100053545	100074449	1	protein_coding
ENSG00000219653	GCNT1P4	6	64567334	64567662	1	pseudogene
ENSG00000236336	RP3-430A16.1	6	4774760	4775642	-1	processed_transcript
ENSG00000211770	TRBJ2-6	7	142494923	142494975	1	TR_J_gene
ENSG00000219619	RP11-126M14.1	6	115679662	115679916	-1	pseudogene
ENSG00000214313	AZGP1P1	7	99578385	99585158	1	processed_transcript
ENSG00000253242	IGLVIV-64	22	22429777	22430077	1	IG_V_pseudogene
ENSG00000249603	AL049869.1	14	64968369	65068375	1	lincRNA
ENSG00000247349	AP000350.1	22	24201144	24203477	1	lincRNA
ENSG00000124406	ATP8A1	4	42410390	42659122	-1	protein_coding
ENSG00000181211	AC004455.1	7	43157495	43202786	1	processed_transcript
ENSG00000249059	AL139022.1	14	65517922	65520344	-1	lincRNA
ENSG00000254211	CTB-43E15.4	5	173213793	173236042	-1	processed_transcript
ENSG00000225686	AP000353.1	22	24526825	24535705	-1	lincRNA
ENSG00000228777	RP11-282C5.1	6	115954706	115955355	-1	processed_transcript
ENSG00000151876	FBXO4	5	41925356	41941845	1	protein_coding
ENSG00000253752	IGLVI-63	22	22434180	22434673	1	IG_V_pseudogene
ENSG00000249775	AL157996.1	14	69865409	69926228	-1	lincRNA
ENSG00000232120	RP11-349P19.1	6	65087688	65122672	1	processed_transcript
ENSG00000217019	RP11-721G11.1	6	116098397	116100838	-1	pseudogene
ENSG00000251180	AL022323.1	22	25423158	25425294	-1	lincRNA
ENSG00000249697	RP11-155L15.1	5	55609732	55617224	-1	processed_transcript
ENSG00000240562	RP11-59J16.2	3	127208396	127209630	1	processed_transcript
ENSG00000211771	TRBJ2-7	7	142495140	142495186	1	TR_J_gene
ENSG00000245466	AL357153.1	14	71075515	71108015	-1	lincRNA
ENSG00000248677	CTD-2044J15.1	5	6686438	6707824	-1	processed_transcript
ENSG00000186743	TPI1P3	6	116359919	116360658	1	pseudogene
ENSG00000249836	AC003681.1	22	30363672	30498134	-1	lincRNA
ENSG00000253823	IGLV1-62	22	22440972	22441521	1	IG_V_pseudogene
ENSG00000248478	RP11-3G20.2	8	122691366	122719871	1	processed_transcript
ENSG00000211772	TRBC2	7	142498725	142500432	1	TR_C_gene
ENSG00000228680	AC004692.4	7	43278665	43288867	-1	processed_transcript
ENSG00000239608	RP11-525K18.2	3	127794653	127797899	1	processed_transcript
ENSG00000240430	AC011330.12	15	43891590	43897099	1	processed_transcript
ENSG00000249905	Z71183.1	22	32896547	32907788	1	lincRNA
ENSG00000251156	AC004968.1	14	71927903	71939072	-1	lincRNA
ENSG00000236550	RP4-673D20.5	20	1657308	1657553	-1	pseudogene
ENSG00000250787	RP11-155L15.2	5	55677608	55677902	1	pseudogene
ENSG00000224677	AC011330.6	15	43941321	43941478	1	pseudogene
ENSG00000247548	AC004846.1	14	73710729	73712687	-1	lincRNA
ENSG00000211638	IGLV8-61	22	22453110	22453622	1	IG_V_gene
ENSG00000242049	RP11-475N22.2	3	128182437	128191160	1	processed_transcript
ENSG00000251658	Z73979.2	22	33048403	33216563	1	lincRNA
ENSG00000254303	RP11-398G24.2	8	122966879	123139423	-1	processed_transcript
ENSG00000174595	KLF14	7	130417478	130418860	-1	protein_coding
ENSG00000234282	RP4-673D20.4	20	1702691	1703183	-1	pseudogene
ENSG00000249839	AC011330.5	15	43955852	43976537	-1	pseudogene
ENSG00000242725	AC027644.3	7	66275784	66311806	-1	processed_transcript
ENSG00000248570	AC004846.2	14	73742382	73752205	1	lincRNA
ENSG00000187553	CYP26C1	10	94820565	94829293	1	protein_coding
ENSG00000244300	RP11-475N22.4	3	128208055	128221191	1	processed_transcript
ENSG00000232528	RP4-673D20.3	20	1748606	1760643	-1	pseudogene
ENSG00000249067	Z94160.1	22	37764001	37768753	1	lincRNA
ENSG00000226221	AC022431.1	5	55800462	55800899	-1	pseudogene
ENSG00000237254	TRBV30	7	142510271	142511084	-1	TR_V_gene
ENSG00000251393	AC005280.2	14	73929129	73946655	1	lincRNA
ENSG00000218428	RP1-136O14.1	6	116458221	116458735	-1	pseudogene
ENSG00000217811	RP11-69I22.2	6	65341098	65341575	-1	pseudogene
ENSG00000217030	RP11-428J1.2	6	4979306	4979728	1	pseudogene
ENSG00000253948	RP11-410L14.2	8	100008991	100025272	-1	processed_transcript
ENSG00000211639	IGLV4-60	22	22516592	22517074	1	IG_V_gene
ENSG00000235456	Z97630.1	22	38201236	38203442	-1	lincRNA
ENSG00000249832	AF111169.2	14	77248102	77253067	-1	lincRNA
ENSG00000240333	RP4-673D20.2	20	1754011	1760392	-1	processed_transcript
ENSG00000220685	RP11-530A18.1	6	5066029	5067216	-1	pseudogene
ENSG00000232546	RP11-458F8.1	7	66313483	66323123	1	pseudogene
ENSG00000243828	RP11-69I22.3	6	65438730	65443460	-1	processed_transcript
ENSG00000253814	MRPS36P3	8	123103719	123103848	1	pseudogene
ENSG00000118508	RAB32	6	146864829	146876101	1	protein_coding
ENSG00000248198	AL031846.1	22	39532704	39537189	1	lincRNA
ENSG00000247239	AC007686.1	14	77490888	77494622	1	lincRNA
ENSG00000250683	AL391868.1	9	79002315	79009108	-1	protein_coding
ENSG00000250953	AL022312.1	22	39867799	39868646	1	lincRNA
ENSG00000235165	AC016405.1	8	123781513	123782389	1	pseudogene
ENSG00000254308	IGLVIV-59	22	22533618	22533867	1	IG_V_pseudogene
ENSG00000220446	RP3-520B18.1	6	5291291	5291628	-1	pseudogene
ENSG00000213658	LAT	16	28996147	29002104	1	protein_coding
ENSG00000213717	AC004692.5	7	43313758	43314181	1	pseudogene
ENSG00000246548	AC007686.2	14	77507407	77535846	1	lincRNA
ENSG00000239405	TMED10P2	3	128256863	128257474	1	pseudogene
ENSG00000214738	RP11-622P13.2	7	73150728	73152026	1	processed_transcript
ENSG00000251609	RP11-252F15.1	4	121817287	121817815	-1	pseudogene
ENSG00000253205	CTD-3046C4.1	8	64297397	64382763	-1	processed_transcript
ENSG00000230839	RP5-968J1.1	20	1784662	1798252	-1	processed_transcript
ENSG00000247100	Z98048.1	22	40806305	41188085	1	lincRNA
ENSG00000236326	RP3-486I3.5	6	116565350	116565891	-1	processed_transcript
ENSG00000234438	KBTBD13	15	65369154	65370530	1	protein_coding
ENSG00000219332	RP11-307F22.2	6	65443092	65443730	-1	pseudogene
ENSG00000253637	IGLVV-58	22	22536972	22537275	1	IG_V_pseudogene
ENSG00000249517	AC010849.1	14	80677762	80921810	1	lincRNA
ENSG00000232415	CTB-51J22.1	7	73473906	73476614	-1	processed_transcript
ENSG00000218574	RP1-256G22.1	6	5609460	5610428	-1	pseudogene
ENSG00000242551	POU5F1P6	3	128393573	128395848	-1	pseudogene
ENSG00000234553	AC022431.3	5	55832410	55833653	-1	processed_transcript
ENSG00000250344	RP11-647P12.1	4	121992584	122001631	1	processed_transcript
ENSG00000145428	RNF175	4	154631277	154681387	-1	protein_coding
ENSG00000245856	AL008582.1	22	41336832	41869260	1	lincRNA
ENSG00000233896	RP4-684O24.5	20	1927892	1988163	1	processed_transcript
ENSG00000231638	AC011738.4	7	43548327	43562141	-1	processed_transcript
ENSG00000232371	ZNF878	19	12154620	12167127	-1	protein_coding
ENSG00000248461	CTD-2207A17.1	5	38148582	38153817	1	processed_transcript
ENSG00000232729	AC083884.8	7	74103391	74143187	-1	processed_transcript
ENSG00000239503	RP11-689D3.4	3	128467381	128468332	-1	pseudogene
ENSG00000217239	RP1-182O16.1	6	5788579	5788932	-1	pseudogene
ENSG00000247694	AL136040.1	14	81687562	81688799	1	lincRNA
ENSG00000214558	RP11-74E24.2	6	66011405	66014871	1	pseudogene
ENSG00000227663	RPL7P2	20	2056201	2056468	1	pseudogene
ENSG00000249355	AL023553.1	22	41994034	41995651	1	lincRNA
ENSG00000249398	AC092037.1	3	51422765	51426520	1	protein_coding
ENSG00000211640	IGLV6-57	22	22550113	22550686	1	IG_V_gene
ENSG00000248993	XXbac-BPG181M17.5	6	32905141	32920899	-1	protein_coding
ENSG00000253180	RP11-410L14.1	8	100015635	100016070	-1	pseudogene
ENSG00000174611	KY	3	134321980	134370478	-1	protein_coding
ENSG00000242992	FTHL4	3	128483309	128483861	-1	pseudogene
ENSG00000247546	AL121768.2	14	89257548	89259171	1	lincRNA
ENSG00000164520	RAET1E	6	150209601	150212170	-1	protein_coding
ENSG00000248178	AL049757.1	22	43111862	43116852	1	lincRNA
ENSG00000253109	RP11-619L12.1	5	173466754	173467243	-1	pseudogene
ENSG00000248730	CTD-2022B6.1	5	38282366	38291088	-1	processed_transcript
ENSG00000239483	RPS15AP16	3	128517684	128518044	-1	pseudogene
ENSG00000234769	WASH4P	16	64043	69452	-1	protein_coding
ENSG00000232210	AC083884.7	7	74155796	74156460	-1	pseudogene
ENSG00000254110	AC025573.1	3	184542421	184769813	1	protein_coding
ENSG00000167094	TTC16	9	130466954	130493879	1	protein_coding
ENSG00000247670	AL078611.2	22	46646274	46648542	1	lincRNA
ENSG00000246907	AL138478.1	14	89622526	89627743	1	lincRNA
ENSG00000244065	RP11-221E20.5	3	128562407	128563247	-1	pseudogene
ENSG00000220575	AC093726.4	7	154858777	154863267	-1	protein_coding
ENSG00000229497	AC005189.6	7	43806889	43807198	1	pseudogene
ENSG00000253562	CTD-2340D6.2	8	100103966	100106288	-1	processed_transcript
ENSG00000213480	RP11-364P2.2	4	122290585	122291500	-1	pseudogene
ENSG00000123965	PMS2L5	7	74306898	74322167	1	pseudogene
ENSG00000249812	AL096869.1	14	91108984	91115230	1	lincRNA
ENSG00000249062	AL078611.1	22	46623886	47084085	-1	lincRNA
ENSG00000210049	J01415.17	MT	577	647	1	Mt_tRNA
ENSG00000253126	IGLVI-56	22	22552960	22553411	1	IG_V_pseudogene
ENSG00000211459	J01415.12	MT	648	1601	1	Mt_rRNA
ENSG00000210077	J01415.4	MT	1602	1670	1	Mt_tRNA
ENSG00000210082	MTRNR2L9	MT	1671	3229	1	Mt_rRNA
ENSG00000251365	RP11-332J15.3	5	6766004	6772066	1	processed_transcript
ENSG00000209082	J01415.3	MT	3230	3304	1	Mt_tRNA
ENSG00000237972	TUBG1P	7	43958296	43959653	1	pseudogene
ENSG00000243022	RP11-221E20.4	3	128567516	128568242	-1	pseudogene
ENSG00000198888	MT-ND1	MT	3307	4262	1	protein_coding
ENSG00000210100	J01415.6	MT	4263	4331	1	Mt_tRNA
ENSG00000253532	CTD-2340D6.1	8	100131580	100132809	1	processed_transcript
ENSG00000210107	J01415.22	MT	4329	4400	-1	Mt_tRNA
ENSG00000210112	J01415.10	MT	4402	4469	1	Mt_tRNA
ENSG00000230672	RP5-1018A4.3	6	66191208	66191981	1	processed_transcript
ENSG00000198763	MT-ND2	MT	4470	5511	1	protein_coding
ENSG00000210117	J01415.9	MT	5512	5579	1	Mt_tRNA
ENSG00000210127	J01415.1	MT	5587	5655	-1	Mt_tRNA
ENSG00000249879	AL021392.1	22	46999595	47003264	1	lincRNA
ENSG00000210135	J01415.18	MT	5657	5729	-1	Mt_tRNA
ENSG00000210140	J01415.11	MT	5761	5826	-1	Mt_tRNA
ENSG00000242062	RP11-221E20.3	3	128570955	128571851	-1	pseudogene
ENSG00000249734	RP11-332J15.1	5	6795993	6826841	1	processed_transcript
ENSG00000210144	J01415.14	MT	5826	5891	-1	Mt_tRNA
ENSG00000211641	IGLV11-55	22	22556057	22556600	1	IG_V_gene
ENSG00000227411	RP11-35N6.3	9	104096366	104101629	-1	pseudogene
ENSG00000249071	CTD-2108O9.3	5	38345446	38346653	-1	processed_transcript
ENSG00000198804	MT-CO1	MT	5904	7445	1	protein_coding
ENSG00000253244	RP11-619L12.3	5	173483063	173483588	-1	processed_transcript
ENSG00000246355	AL117328.1	22	50276980	50280966	-1	lincRNA
ENSG00000231305	RP11-723O4.2	3	128580156	128590383	-1	processed_transcript
ENSG00000210151	J01415.13	MT	7446	7514	-1	Mt_tRNA
ENSG00000245007	AL121784.2	14	91613023	91615591	-1	lincRNA
ENSG00000119326	CTNNAL1	9	111704851	111775809	-1	protein_coding
ENSG00000210154	J01415.7	MT	7518	7585	1	Mt_tRNA
ENSG00000198712	MT-CO2	MT	7586	8269	1	protein_coding
ENSG00000210156	J01415.24	MT	8295	8364	1	Mt_tRNA
ENSG00000216360	RP1-182O16.2	6	5817654	5818599	-1	pseudogene
ENSG00000204257	HLA-DMA	6	32916390	32938493	-1	protein_coding
ENSG00000248043	AL671710.1	22	50295451	50298224	1	lincRNA
ENSG00000248899	AL133153.1	14	91968239	91970505	-1	lincRNA
ENSG00000228253	J01415.5	MT	8366	8572	1	protein_coding
ENSG00000196455	PIK3R4	3	130397779	130465673	-1	protein_coding
ENSG00000236583	AP004290.1	8	100245276	100246687	-1	pseudogene
ENSG00000198899	MT-ATP6	MT	8527	9207	1	protein_coding
ENSG00000228865	RP11-463P17.3	10	48357926	48358600	1	processed_transcript
ENSG00000184500	PROS1	3	93591881	93692910	-1	protein_coding
ENSG00000198938	MT-CO3	MT	9207	9990	1	protein_coding
ENSG00000210164	J01415.19	MT	9991	10058	1	Mt_tRNA
ENSG00000253447	RP11-619L12.4	5	173508509	173513562	-1	processed_transcript
ENSG00000198840	MT-ND3	MT	10059	10404	1	protein_coding
ENSG00000210174	J01415.8	MT	10405	10469	1	Mt_tRNA
ENSG00000244991	AL356017.1	14	95648278	95654010	1	lincRNA
