GeneID	Influencia_Combinada	Cor_Log2FC_TEA_M_vs_C	log10p_M_vs_Controle	log2FC_F_vs_M_TEA
CTSK	0.6696312329999999	-1.212672882	2.149739549	0.126589584
CX3CR1	1.0082806525	1.703249366	1.542124001	0.313311939
CXCL10	1.7731134415	-0.985541373	0.414029243	2.56068551
CXCL9	1.9189073755	-1.327432056	1.031708621	2.510382695
CXCR4	0.8610994415	-1.63756186	2.017235319	-0.084637023
CYB5R2	1.3944351685	-2.048093129	0.700933625	-0.740777208
CYP1B1-AS1	0.6400474384999999	0.113215897	0.128472188	-1.16687898
CYP27B1	1.51170882	-0.762292824	1.322319117	-2.261124816
CYP2D7	1.4112967630000002	0.377908832	0.374049472	-2.444684694
CYP2S1	0.580353672	-1.100494425	1.9198776	-0.060212919
CYP46A1	1.019799548	-1.336840493	1.351793354	-0.702758603
CYP4F12	1.683341749	3.280848944	4.705802985	0.085834554
CYP4F22	0.8638737345	-1.343289929	1.520004238	0.38445754
CYP4F29P	2.5407768805	-3.112528158	1.295340483	1.969025603
CYP4F3	2.6090979	5.014461543	1.442309496	-0.203734257
DACT1	1.2900538985	-0.657719105	0.298627848	-1.922388692
DACT3	1.4362822455000002	-1.928900867	1.391840233	-0.943663624
DAPK2	1.7232203895	3.379326583	1.676706587	-0.067114196
DARS1-AS1	0.8896921935	0.544652304	1.401051051	-1.234732083
DAZAP2P1	1.566383876	-1.961615447	2.061704474	1.171152305
DBN1	0.6624305195	1.049279825	2.000312518	-0.275581214
DCAF12	1.4185364845	2.230967625	1.324133826	-0.606105344
DCST1-AS1	1.4778876385	-1.495083736	0.755980411	1.460691541
DCT	0.6624335015	-0.199831705	0.186118798	1.125035298
DCTN6	1.1276202290000001	-1.598430379	1.846806695	0.656810079
DDIAS	0.9831342475	1.76578385	3.137988977	-0.200484645
DDIT4	1.6163629574999998	-2.250482075	1.404183252	-0.98224384
DDO	1.31979764	-0.523082687	0.390210146	2.116512593
DDX39A	0.6649797895	-1.073559549	1.470714495	-0.25640003
DDX39B	3.9146737885	-4.044088316	1.22186948	3.785259261
DDX47	0.907761851	-1.529858496	1.611815349	-0.285665206
DDX58	0.8474183185	0.351269851	0.416835592	1.343566786
DDX60	1.2046235479999998	0.619822122	1.38855305	1.789424974
DDX60L	1.214394859	1.00516107	0.892749874	1.423628648
DENND2D	0.7123031065000001	1.09762489	2.513974776	-0.326981323
DENND6B	0.687843725	-1.033160436	1.693888644	0.342527014
DEPDC7	1.5064721165	1.588260199	2.401892614	-1.424684034
DEPTOR	0.770916047	-0.254557715	0.484937335	-1.287274379
DES	1.949234491	-2.14216894	0.901072429	1.756300042
DGCR6L	0.5274206365	-1.031462319	1.52917782	0.023378954
DGUOK-AS1	1.137332272	-0.681365885	0.505355123	-1.593298659
DHCR7	1.015905596	-1.406626224	3.171023424	-0.625184968
DHDDS-AS1	0.7663051620000001	1.134409347	1.665496287	0.398200977
DHFR2	0.7172218269999999	1.411852167	2.606290983	0.022591487
DHTKD1	0.5908343165000001	1.159794202	1.455990092	0.021874431
DHX34	1.0582684425	2.044643967	1.390287139	0.071892918
DHX58	0.7362275365	-0.097964838	0.296273875	1.374490235
DIRAS1	2.2914369735	-1.747356863	0.715453109	-2.835517084
DLEU2	1.048897321	1.566562187	5.238743053	0.531232455
DLGAP5	0.998632386	-0.666900936	0.235544133	1.330363836
DMTN	1.169275257	1.310154388	1.356569195	-1.028396126
DNAJB1	0.6545234019999999	-1.175191057	2.924244981	-0.133855747
DNAJB4	0.5648827675000001	1.067096296	1.554921224	-0.062669239
DNAJC2	0.67262933	-1.096513184	1.927561042	0.248745476
DNAJC3-DT	1.392143479	2.721178611	1.881378896	-0.063108347
DNASE1L2	0.9358407795	1.827275776	1.31713652	-0.044405783
DNTTIP2	0.5789298975	-1.04242831	1.779309146	0.115431485
DOCK1	1.2180320745	-2.357509564	1.819141766	0.078554585
DOCK4	1.3290399065	2.283877284	1.320651895	0.374202529
DOCK5	1.0324778875	1.865946281	1.922591062	0.199009494
DOCK8-AS1	1.015401559	1.529998157	3.628920581	0.500804961
DPEP2	0.7488777590000001	1.418880496	2.332135505	-0.078875022
DPEP3	1.4423815825	2.692292316	1.43055359	-0.192470849
DPY19L2	0.9383044110000001	-0.061268855	0.041949623	-1.815339967
DPYSL4	1.6580702010000001	-1.045089577	0.614738559	2.271050825
DQX1	2.017191657	-1.168108541	0.801932243	2.866274773
DRAIC	2.405465906	3.779605189	1.513847655	-1.031326623
DTL	1.31306395	-1.241481056	0.543571908	1.384646844
DTX3L	1.002757601	1.079230356	1.789165751	0.926284846
DUS3L	0.6291890205	-1.008962587	2.181756511	-0.249415454
DUS4L-BCAP29	0.890559775	-1.460361022	1.909875854	0.320758528
DUSP18	0.936571612	1.388626251	2.830102043	0.484516973
DUSP2	2.336258249	-4.029341317	1.393058627	-0.643175181
DUSP4	3.1165315625	-4.565668651	1.766559153	1.667394474
DUSP5	1.3604170359999999	-1.919242188	1.520995136	0.801591884
DUX4L50	1.180010937	2.11700562	1.414356639	-0.243016254
DYNC1I2P1	1.7816768315	-1.06867395	0.42001821	2.494679713
DYRK3	1.901596508	1.189024801	1.774854017	-2.614168215
E2F8	0.757553177	-0.408261056	0.371173675	1.106845298
EBF4	1.3110581350000001	-1.048431941	1.210976654	-1.573684329
EDA	1.7054595495	-2.156094873	1.279368888	1.254824226
EEF1A1P11	1.1565863365	-1.78607243	2.433474209	0.527100243
EEF1A1P12	1.0587537415	-1.376375579	2.376232472	0.741131904
EEF1A1P13	0.7692829015	-1.328533669	1.994962101	-0.210032134
EEF1A1P5	0.6002160755	-1.198434705	2.700963596	-0.001997446
EEF1A1P6	1.0566877325	-1.623118027	2.926134416	0.490257438
EEF1A1P7	1.465420509	-1.986610557	1.402192298	-0.944230461
EEF1A1P9	1.4166773875	-2.182572283	2.438881233	0.650782492
EEF1B2P3	0.910168914	-1.66135186	1.591258821	-0.158985968
EEF1D	0.9236901335	0.437524016	0.781426168	-1.409856251
EFCAB5	0.8818871575	0.411133353	0.58112823	-1.352640962
EFCAB8	1.093327036	1.678050131	3.220250386	-0.508603941
EFCC1	1.9504000959999999	-2.049011812	0.481508737	-1.85178838
EFNA3	0.9294398715	1.237307099	1.998729439	-0.621572644
EIF1	0.819194102	-1.534138242	2.052974231	-0.104249962
EIF2AK2	1.0610568725	0.494411875	0.517931329	1.62770187
EIF3CL	1.3945303235000002	-2.102457884	1.68666539	0.686602763
EIF4A1	0.958531389	-1.802571112	2.082105846	-0.114491666
EIF4A1P10	1.0479781184999999	-1.794205122	2.182273386	0.301751115
EIF4A2P1	0.8053265	1.332267344	1.944481815	-0.278385656
EIF4EBP1	0.6538750249999999	-1.221961796	1.752054049	0.085788254
EIF4HP1	1.4203158955	-1.534279706	1.021861907	1.306352085
EIF5AL1	1.033565837	-1.667870111	1.560792287	0.399261563
ELMOD2	0.6390963555	1.076234445	3.20165229	-0.201958266
ELOVL5	0.6217662985	1.229943532	1.545212958	0.013589065
EMID1	1.2624151565	0.282250273	0.272263448	-2.24258004
EMILIN2	0.708290862	-1.308198149	1.991232687	0.108383575
EML2-AS1	1.3357434015	-0.186878062	0.259009954	-2.484608741
EMP1	1.7253969260000002	-2.175672295	1.972478827	1.275121557
ENC1	1.179089149	-2.240605159	1.777473145	0.117573139
ENG	0.9179743014999999	-1.390109171	1.882053218	0.445839432
ENKUR	0.920376247	-1.22663087	1.510210394	-0.614121624
ENPP3	0.6204638285	0.014940624	0.008672387	1.225987033
ENSAP2	2.40606872	-2.056022634	1.038891508	2.756114806
ENTPD1	0.847186599	1.405678406	1.700387586	0.288694792
EPB41L3	1.2419673324999998	-1.426069141	1.637258457	1.057865524
EPB41L4A-AS1	0.8623600295	-1.444429068	2.835347986	-0.280290991
EPB42	1.3502840800000002	2.015461446	1.575461684	-0.685106714
EPHA2	1.6971021835	-2.095347843	1.051355969	1.298856524
EPHB1	1.5516711475	3.007858551	1.346933448	-0.095483744
EPHB2	1.292200452	-1.381222222	1.322740146	1.203178682
EPHX1	0.7108749495	-1.369720244	1.338860851	0.052029655
EPN2	1.103084032	1.363786875	3.873483381	-0.842381189
EPSTI1	1.3437212175	-0.498788001	0.998120423	2.188654434
ERAP2	0.790817823	-0.03441334	0.024723358	-1.547222306
ERCC6L	1.3203238965000001	-0.589590235	0.321830761	2.051057558
EREG	3.507753149	-5.798082628	0.57743478	1.21742367
ERI2	0.7146647715	1.203383022	1.30717737	0.225946521
ERI3	0.6643733985	-1.065333697	1.723388438	-0.2634131
ERRFI1	1.462052098	-1.064682491	0.849175699	-1.859421705
ESAM	0.9939760660000001	-0.621193848	1.006588797	-1.366758284
ESPN	2.1029021959999996	2.09926517	2.449175578	-2.106539222
ETNK2	0.7298895745	-1.141476507	0.955845753	0.318302642
EXOC3L1	1.7398278265	1.448442074	1.019309699	2.031213579
EXOSC3	0.7037344315	1.173143177	2.851796154	0.234325686
EXOSC6	0.5740199595	-1.062824786	2.447278728	-0.085215133
EXT1	0.585614019	-1.018191994	1.716897463	0.153036044
EZHIP	1.0582462075	-1.643059258	1.567145414	0.473433157
EZR	0.6046136049999999	-1.193686359	2.290882626	0.015540851
F8A1	0.9040485755	-0.052586292	0.055734454	-1.755510859
FAM122A	0.6420296305000001	1.003862594	1.704171104	-0.280196667
FAM126B	0.8203419654999999	1.276912871	1.96972162	0.36377106
FAM131B	0.7035425934999999	0.305420114	0.243346076	-1.101665073
FAM13A-AS1	0.5465046365	1.026920083	2.012317004	-0.06608919
FAM157A	1.639790154	2.990271983	1.482052879	-0.289308325
FAM157B	1.47031867	2.673370618	1.551153587	0.267266722
FAM157C	1.3173389530000001	2.284103297	4.146617695	-0.350574609
FAM183BP	1.498458061	-1.268481385	0.699540619	-1.728434737
FAM185BP	0.626689889	1.221079478	1.618524294	-0.0323003
FAM200B	0.801234456	1.371834397	1.342461717	-0.230634515
FAM225A	1.996564342	-2.219980326	0.907773612	1.773148358
FAM238A	0.8267749550000001	-1.561594622	1.710130706	0.091955288
FAM43A	1.2577681729999999	2.12243938	2.511050605	-0.393096966
FAM53A	0.774444298	0.207296983	0.384634854	-1.341591613
FAM71F2	0.6219827345	1.198953174	1.300384652	0.045012295
FAM8A1	1.0760536205	1.555612344	1.401858954	0.596494897
FAM95C	1.046716292	-1.493336738	1.788028967	0.600095846
FANCF	0.647016662	1.115480552	2.267441742	-0.178552772
FAR2	0.7729934645000001	1.298389236	1.643423354	-0.247597693
FASLG	0.8840138945	1.596211197	2.637879335	-0.171816592
FASN	0.592681527	-1.042871613	1.35075019	-0.142491441
FAUP1	1.5790036500000002	-1.961702859	2.088540803	1.196304441
FBLN5	0.7845169525	-0.080176154	0.046516562	1.488857751
FBN2	0.63389135	-1.039733995	1.395625265	0.228048705
FBP1	0.6516124455	-1.033092353	2.70073854	-0.270132538
FBXO32	0.6792149615	-1.267058725	2.178826009	0.091371198
FBXO39	2.063999041	-0.507220817	0.21600324	3.620777265
FBXO48	0.808311907	1.334138285	1.843261139	-0.282485529
FCAR	2.602019489	-2.060594686	0.489162466	3.143444292
FCGR1B	1.079678369	1.605332978	1.70767408	0.55402376
FCGR1CP	0.809219211	0.608990547	1.006157387	1.009447875
FCGR3B	2.9435085340000002	5.389083624	1.41940915	0.497933444
FCHO2	0.807731143	1.460505265	2.083514877	0.154957021
FEZ1	0.9481309365	0.306430578	0.666176894	-1.589831295
FFAR2	1.744510691	2.759716847	1.363988651	0.729304535
FFAR3	2.5128342025	-2.16926181	0.960005506	2.856406595
FFAR4	1.5647027115	-0.885609932	0.767560566	2.243795491
FGF9	0.9765145485	-1.090740803	1.386263126	0.862288294
FGFRL1	0.688461867	-1.011327326	1.392565363	0.365596408
FGL2	0.8566765185	1.350987002	2.440515554	0.362366035
FHAD1	1.057805953	0.480676649	0.808778155	-1.634935257
FHDC1	1.892564782	3.652369402	1.361341517	0.132760162
FHIT	0.755515544	-1.006019284	1.914900825	-0.505011804
FIGNL2	1.528546358	1.892569823	1.372617315	-1.164522893
FKBP1C	0.5892227515	-1.016887477	2.245584599	0.161558026
FKBP8	1.4522318885	1.765527587	1.430479528	-1.13893619
FLCN	0.6795788395	1.138180245	2.025725828	0.220977434
FLG-AS1	1.3256283015	-0.846443876	0.375723219	1.804812727
FLJ31104	1.6017290315000001	-1.328493361	2.818147379	-1.874964702
FLJ46284	1.255691882	-0.520924075	0.221874494	1.990459689
FLNA	0.6170891270000001	-1.147738238	4.011674859	0.086440016
FLOT1	2.218071933	-1.330290844	0.72114273	3.105853022
FLT3LG	0.7172781615	1.181894899	1.457550324	0.252661424
FN1	2.609681609	-3.509563605	1.03199839	1.709799613
FO393411.1	1.762988968	-1.550724598	1.641797741	-1.975253338
FOXC1	1.1808359455	-0.383320454	0.165361396	1.978351437
FOXRED2	0.8998596379999999	0.588689457	1.674711665	-1.211029819
FPGT	0.646764788	1.079385583	2.001551629	0.214143993
FRAT1	0.97347646	1.944341707	1.401011498	-0.002611213
FRG1GP	1.660730637	-1.186071877	0.73800401	2.135389397
FRRS1	0.711847844	1.240224547	2.05659216	-0.183471141
FRY	0.733292084	1.2461941	1.508559325	0.220390068
FST	2.8557185914999996	-0.439962795	0.262913829	5.271474388
FTCD	3.230014239	-2.702207073	0.866713728	3.757821405
FTH1P11	0.7462935535	-1.404456197	1.325811404	0.08813091
FTH1P20	1.078495229	-1.963058483	1.316919857	-0.193931975
FTH1P7	1.0196669170000001	-1.922543056	1.563802855	-0.116790778
FTH1P8	1.1071425325	-1.556585878	1.398480941	0.657699187
FUT4	0.5912565205	-1.06730217	1.341265117	0.115210871
FZD6	0.7960233365	-0.099088101	0.058589561	1.492958572
FZD7	0.6694422210000001	-0.213915209	0.196069526	1.124969233
GAB1	0.7289850485	1.273082081	2.329202291	-0.184888016
GADD45B	1.023528642	-1.42455211	0.741194555	0.622505174
GALM	0.7419148015000001	-0.287141894	0.679544997	1.196687709
GALNT14	1.688334989	2.912684364	1.69942387	-0.463985614
GALNT3	0.7290660915	1.090349109	1.713749486	0.367783074
GALNT7	0.6176801605	1.230771516	2.960905453	-0.004588805
GAPDH	0.5375563234999999	-1.045365304	1.758283493	0.029747343
GAPDHP1	1.145349724	-1.493349169	2.48320766	-0.797350279
GAPDHP14	0.627721254	0.143928165	0.117547663	1.111514343
GAPDHP63	1.932425669	-2.155051725	1.973597342	1.709799613
GAPDHP65	2.8226085755	-2.887259431	0.983563022	2.75795772
GAPT	1.1943139095	2.083563162	1.598027285	-0.305064657
GAS1	1.5685071700000002	0.627890176	0.589054776	-2.509124164
GAS2L1	0.7141959455000001	-1.400568575	1.706764666	0.027823316
GAS5	0.6422644485	-1.202832667	1.637749719	0.08169623
GAS6	1.0361004315	-1.468943135	1.40207868	0.603257728
GATA1	1.883331302	2.413389478	2.079327104	-1.353273126
GBP1	1.3585658330000001	1.246599054	2.130177416	1.470532612
GBP1P1	1.0492876205	-0.493357206	0.477503521	1.605218035
GCATP1	1.115429852	-0.867699727	1.910699797	1.363159977
GCK	1.126936335	-1.333643234	1.554079866	-0.920229436
GEMIN6	0.6407516365	1.001006399	2.072348362	-0.280496874
GFPT2	2.145726104	-3.048838017	1.705892191	1.242614191
GGNBP2	0.7149290625	-0.158357009	0.076009947	1.271501116
GHRL	1.3220879655	2.350568986	1.917584497	0.293606945
GIHCG	1.0224661655	-0.877376132	0.575767997	1.167556199
GIMAP1	0.7197978605	1.076664652	3.490190531	-0.362931069
GIMAP4	0.7989580395	1.340780081	3.774763638	0.257135998
GIMAP8	0.8417945535	1.530342847	2.596236411	0.15324626
GIN1	0.9105335539999999	1.819438089	1.637312046	-0.001629019
GK	1.2313158675	2.086074394	1.62594412	0.376557341
GLDC	2.029857153	-1.588165151	0.368774375	2.471549155
GLIS3	0.892346683	-1.319819662	1.515604285	-0.464873704
GMCL1	0.7720911145	1.046994562	1.557291905	-0.497187667
GNA15	0.872831079	-1.676641637	1.565014281	0.069020521
GNAO1	0.8263389985	-1.210063388	1.25661502	0.442614609
GNAS-AS1	1.1173288515	0.927856063	1.205057351	1.30680164
GOLGA2P10	0.856755656	0.661004175	1.231499207	1.052507137
GOLM1	0.6119143515000001	-1.112180119	2.935546775	0.111648584
GOLPH3L	0.7894314324999999	1.290741907	2.024134068	0.288120958
GPI	0.6666158655000001	-1.120085747	1.750588426	-0.213145984
GPLD1	0.6755967335	1.085966825	2.127512692	0.265226642
GPR141	0.71601588	1.246823966	2.211587423	0.185207794
GPR15	1.055503521	-0.221620471	0.100416182	1.889386571
GPR155	0.8612855005	1.277150238	3.294135096	0.445420763
GPR18	0.6872709805	1.330991516	1.765736817	0.043550445
GPR183	0.79582228	-1.113420914	0.564391637	0.478223646
GPR199P	0.869301167	1.348302705	2.555556014	0.390299629
GPR25	1.018310687	1.259163699	1.594748029	0.777457675
GPR34	1.438960318	2.013098	1.507094466	-0.864822636
GPR35	1.0614511335	-1.666461865	1.474736587	0.456440402
GPR63	1.2328261825	-0.542109542	0.386966419	1.923542823
GPX1P1	4.4742327415	-4.834922064	1.064721404	4.113543419
GRAMD1C	2.2084613195	3.611657442	1.668629641	-0.805265197
GREM2	2.4184772985	-2.944549939	1.559121512	1.892404658
GRIK1-AS1	0.88476473	-0.214425571	0.11015881	1.555103889
GRM2	1.5538762945	-2.236383446	2.888946512	0.871369143
GSKIP	0.6747820585	1.189003461	1.561765675	-0.160560656
GSTM3	1.465004118	-1.712149372	1.304144345	1.217858864
GSTP1	0.6903153185	-1.170101467	2.003910715	-0.21052917
GTF2E1	0.6781135375	1.101284106	1.62090414	0.254942969
GTSCR1	1.880379011	-1.954250996	0.767035883	1.806507026
GTSE1-DT	2.4269081285	1.969960028	2.661467937	-2.883856229
GUCY2D	1.493553868	-1.058101702	1.040175208	1.929006034
GVQW3	0.6304951375	1.079521089	1.569491565	0.181469186
GYPE	1.8468971129999998	1.122058619	2.50382846	-2.571735607
GZMB	0.937886989	-1.171500856	2.495249392	-0.704273122
H1-0	1.019233998	-0.993447896	1.691769163	1.0450201
H2AC8	1.9444026349999999	-2.425187175	1.942859119	1.463618095
H2AZ1-DT	1.036817894	0.826646003	1.291094027	-1.246989785
H2BC18	2.5651626505	3.750170232	5.768028923	1.380155069
H2BC19P	1.376748186	2.514841207	4.39752804	0.238655165
H2BC20P	1.0832458255	1.890835246	2.465677118	0.275656405
H3-3A-DT	2.210242424	3.467260276	1.344129745	0.953224572
H3C10	0.7753441205	-1.310288691	1.509556206	-0.24039955
H3P14	0.8760843215	0.661566094	0.900394227	-1.090602549
HACD1	1.1808516915	-1.123798399	1.217673928	1.237904984
HAR1B	1.6531218724999999	-1.988429687	1.307311248	1.317814058
HAS3	1.3154804085	-0.773570405	1.444403931	1.857390412
HAVCR1	1.0126019065	0.31634454	0.378975113	-1.708859273
HBA2	1.715187085	2.808178763	1.938154842	-0.622195407
HBB	2.359440149	3.758577183	1.436104991	-0.960303115
HBEGF	3.0626495465	-4.479484058	1.134661319	1.645815035
HBM	1.5554475245	1.876369267	1.647678118	-1.234525782
HCP5	4.103932136	-3.868760918	1.00725545	4.339103354
HDGFL3	0.9585567745000001	-1.036569896	1.609790533	0.880543653
HEATR5A	0.6489893795	1.275439625	2.844752863	0.022539134
HELZ2	0.8529860140000001	0.348762642	0.730042495	1.357209386
HERC2P2	0.6365301895	-0.071954254	0.099011222	-1.201106125
HERC2P3	1.0828784180000002	0.132090305	0.085254454	2.033666531
HERC3	0.7158340985	1.256096632	2.255700023	0.175571565
HERC5	1.827130758	0.608297908	0.773006478	3.045963608
HERC6	0.807995538	-0.074479229	0.167920277	1.541511847
HES4	1.4170989815000001	-0.389510126	0.312816574	2.444687837
HES6	0.6802382535	-1.162202022	2.921163026	-0.198274485
HGD	0.935938543	-1.326613493	1.571239374	-0.545263593
HILPDA	1.097819317	1.039022967	3.120925075	-1.156615667
HIVEP3	0.896644849	-1.243460192	1.216475054	0.549829506
HLA-DRB1	2.5807374364999998	-2.721179044	0.753531556	2.440295829
HLA-DRB5	1.9557437705	-0.804450444	0.318253582	3.107037097
HLF	1.099052509	-1.132647278	1.369033838	1.06545774
HMGB1P10	0.7767670705	-0.381767793	0.436676123	1.171766348
HMGB1P31	2.120818509	1.728018324	1.637105472	-2.513618694
HMGB3	1.5091517785000002	-1.787401124	1.559280115	1.230902433
HMGB3P32	0.917947361	0.107871396	0.083220921	-1.728023326
HMGCR	0.6729868005	1.191348965	2.672086895	0.154624636
HMGN3-AS1	1.0999095205	0.61578576	0.597099659	-1.584033281
HMMR	0.636169612	0.144658686	0.065338621	1.127680538
HMOX1	0.8273474385	-1.105587501	1.957262875	0.549107376
HNRNPA1	0.5959257944999999	-1.133127141	3.204523194	-0.058724448
HNRNPA1P10	1.2491688585	-1.905280009	1.331885059	-0.593057708
HNRNPA1P48	0.938677864	-1.430633885	1.831097707	-0.446721843
HNRNPA3P6	0.902352099	-0.019536166	0.022660789	-1.785168032
HNRNPH1P1	1.002731346	1.933927913	3.032721603	0.071534779
HNRNPLP2	1.4735026645000002	-2.190890523	2.077587747	0.756114806
HOMER2	0.881143794	-0.318085681	0.449782008	-1.444201907
HOMEZ	0.781831889	1.413477327	2.076794435	0.150186451
HOXA9	1.346511123	-0.717214346	0.678504329	-1.9758079
HP	1.679554641	-1.781791699	1.820642577	1.577317583
HS3ST1	2.6789290715	1.865173296	2.962323759	-3.492684847
HSDL2	0.8310331695	1.618521546	1.426408153	-0.043544793
HSF2BP	0.8915703789999999	-0.026411909	0.015246509	1.756728849
HSF4	1.233389589	-1.263371337	1.505217027	1.203407841
HSPA6	1.890981283	3.410203315	1.396597867	0.371759251
HSPBP1	0.587244977	-1.097723261	1.381499369	0.076766693
HSPE1P18	0.6545718374999999	1.212349564	1.373982729	-0.096794111
HTR7	1.3226464315	-0.974795642	1.027957919	1.670497221
HTRA1	1.1210302914999999	-1.719684796	1.469520432	0.522375787
HUS1B	1.6849721130000002	-3.245899586	2.679257638	0.12404464
HVCN1	0.8622175384999999	1.260575099	1.36004803	-0.463859978
IATPR	0.9461379324999999	0.729167024	0.62822102	1.163108841
ID1	3.225612019	-5.245974976	1.738600175	1.205249062
IDH3G	0.6050817745	-1.026000006	1.673041786	-0.184163543
IDO1	1.964772019	3.768006413	1.609496158	0.161537625
IFI16	0.869509626	0.700896339	1.40888879	1.038122913
IFI30	1.0357301845	-1.410623903	1.986259246	0.660836466
IFI35	0.5934638365	-0.048279015	0.090892569	1.138648658
IFI44	1.9474190675	-0.590694756	0.57366845	3.304143379
IFI44L	2.198422956	-0.31239158	0.296535765	4.084454332
IFI6	1.379300342	0.093507429	0.078686002	2.665093255
IFIH1	1.1103717225	0.769845669	2.56510971	1.450897776
IFIT1	3.068468944	2.08763946	1.205207331	4.049298428
IFIT2	2.968762744	3.265851354	1.256296802	2.671674134
IFIT3	2.9243040885	2.840788673	1.207088899	3.007819504
IFIT5	1.411550707	1.071502301	1.571592934	1.751599113
IFNG-AS1	0.583040796	-0.12449039	0.07902187	1.041591202
IGFBP2	1.865417331	-3.405631435	1.621792099	0.325203227
IGFBP4	0.940211797	-0.804388444	1.554653239	1.07603515
IGHA1	2.1222355349999997	-2.764527023	0.964734294	1.479944047
IGHA2	1.973175398	-2.880582861	0.760093564	1.065767935
IGHD	2.604284382	-0.772336177	0.689971523	4.436232587
IGHEP2	1.0938973525	-2.031706659	1.773787492	0.156088046
IGHV1-69D	1.307413044	-1.85400012	0.490467372	0.760825968
IGIP	0.8447049295	1.444788524	2.303921876	-0.244621335
IGKC	1.6371594095	-2.332457255	0.426221711	0.941861564
IGKV1D-13	4.0000020495	-4.296956865	0.415800958	3.703047234
IGKV3D-15	3.103586479	-4.451058152	0.62216856	1.756114806
IGKV4-1	1.0586539925	-1.551032194	0.417449973	0.566275791
IGLC2	2.1823128065	-1.342753859	0.402705868	3.021871754
IGLC3	1.371043964	-1.865947293	0.369137437	0.876140635
IGLV1-47	0.7272156515	-0.369321944	0.171958586	1.085109359
IGLV1-51	1.4922815605000002	0.015303417	0.010779043	2.969259704
IGLV2-11	1.3929354050000002	-0.662802195	0.393419292	2.123068615
IGLV2-14	1.58381703	-1.13970266	0.296738054	2.0279314
IGLV2-18	1.6929477355000002	-1.279645273	0.520875338	2.106250198
IGLV2-23	1.416310169	-1.363940432	0.374251279	1.468679906
IGLV3-1	1.158282939	-0.491637013	0.167553284	1.824928865
IGLV3-16	1.4570676815	-1.313193234	0.572641267	1.600942129
IGLV3-21	1.631981453	-2.451916605	0.422598813	0.812046301
IGLV3-25	1.1477996975	-0.661471127	0.429761811	1.634128268
IGLV3-27	1.6357334025	-0.810039397	0.414848618	2.461427408
IGLV4-69	1.072637241	-1.78443155	0.373579898	0.360842932
IGLV5-45	1.0169986355	-0.152684191	0.085450289	1.88131308
IGLV6-57	1.5739002035	-0.96299165	0.601064797	2.184808757
IGLV7-46	1.4022624915	-1.371853759	1.030358125	1.432671224
IGLV8-61	2.1226197835	-2.898222201	0.436021152	1.347017366
IL10	2.0772306575	-1.43189265	0.532872702	2.722568665
IL10RB	0.935975861	1.627437632	1.46854213	0.24451409
IL15	1.0431069885	-1.348075208	1.605426054	0.738138769
IL17RC	1.1365012245	-1.001348386	1.972197466	-1.271654063
IL1R2	1.4753019434999999	2.850063218	1.5140305	-0.100540669
IL1RAP	0.82798308	1.601211845	1.303126292	-0.054754315
IL5RA	2.4973498555	4.135687366	1.478094211	-0.859012345
IL6	3.195100731	-4.653235868	0.598811353	1.736965594
ILDR1	0.7175256985	0.277613362	0.23898358	1.157438035
INHBA	1.82874164	-1.385918017	0.758509254	2.271565263
INKA2	1.734477202	3.327621053	1.394262004	-0.141333351
INMT	0.7393715875	0.387969954	0.61619654	-1.090773221
INSIG1-DT	0.8976633410000001	-1.002700606	1.676906765	-0.792626076
INSR	0.7002046725	-1.311239511	1.62252398	0.089169834
IQCH-AS1	0.6972965965	0.25183827	0.722420692	-1.142754923
IQSEC2	0.66517084	-1.077679327	2.27868653	0.252662353
IRAG1	1.772533829	3.232755819	1.341374549	-0.312311839
IRAG2	0.7178393009999999	1.314542164	2.92938369	0.121136438
IRF2	0.8375177665	1.536720138	1.343890161	0.138315395
IRF2BP2	0.673389464	-1.234922983	2.229561688	0.111855945
IRF7	0.732495891	-0.008999902	0.006786692	1.45599188
ISG15	1.547017445	-0.013733072	0.013026604	3.080301818
ISL2	1.74646397	2.888344594	1.343990688	-0.604583346
ISM1	0.9807122294999999	-0.633711435	0.841593777	1.327713024
ITGAD	1.1457225094999999	1.624237378	1.717681341	0.667207641
ITGB8	1.636059414	-1.697634025	0.553011331	1.574484803
ITLN1	0.7572197915000001	-0.388973071	0.541288766	-1.125466512
ITPKB-IT1	1.1409080905	1.939347187	1.588496193	-0.342468994
JAKMIP2	0.5694438964999999	-0.083780869	0.105954895	-1.055106924
JAM3	0.690151177	-1.062125276	1.499548517	0.318177078
JAML	0.946101576	1.733973484	1.454655315	0.158229668
JCHAIN	1.531545209	-1.325349835	0.354842772	1.737740583
JHY	0.6304087045000001	0.252411812	0.326846655	-1.008405597
JOSD1	0.8784051095	-1.599084561	2.045553786	-0.157725658
JPH4	0.774131528	-0.339241302	0.344249389	1.209021754
JPX	0.89331344	1.010921643	2.15979938	0.775705237
JRK	0.6077960259999999	1.154490963	2.536049846	0.061101089
JRKL	0.6692098184999999	1.210758391	1.434405326	0.127661246
JUN	1.8798470935	-3.402088042	1.435967589	-0.357606145
JUND	0.908779852	-1.680871032	1.772225933	-0.136688672
KANSL1	1.2277091055	-1.55796914	0.378582824	0.897449071
KBTBD6	1.1947060294999998	2.142946001	1.860930395	0.246466058
KBTBD7	1.3999743550000001	2.622041085	2.221810168	0.177907625
KCNA6	2.166905731	1.007491819	0.665471447	-3.326319643
